,age,education_level,annual_income,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies,loan_paid_back,age_group,gender_Male,gender_Other,loan_term_60,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,employment_status_Employed,employment_status_Retired,employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,loan_purpose_Business,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation,loan_to_income,has_delinquency_history,sevetity_score,payment_income
13170,27,1.0,9.735824236874894,7.25156481736298,0.2844267797311083,660,12902.34,10.97,422.22,3.0,3,9.895572813459513,9.195061238238937,1.0986122886681096,0,2,1,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12892.604175763125,1,2,58.22467434739688
14733,23,0.0,11.307968284532802,8.823197383989399,0.07232066157962612,703,19372.26,12.18,645.1,2.0,6,11.421052800135595,10.47470944263566,1.0986122886681096,0,2,1,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19360.952031715464,1,2,73.11408460277681
8815,35,1.0,9.093224363807494,6.609551379070774,0.1414995622736995,612,6780.92,12.57,152.8,3.0,4,9.120619144838749,8.341233753357091,1.3862943611198906,0,3,0,2.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6771.826775636193,1,3,23.118059189893447
5914,39,0.0,10.942436174189472,8.457723402523499,0.08525984395082342,735,8207.48,9.52,172.45,2.0,4,11.022729740595562,10.848648111498868,0.0,0,1,1,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8196.53756382581,0,1,20.38964763834045
14081,67,2.0,10.485915161090784,8.001314824013596,0.16041672140590468,737,21797.61,9.84,701.71,2.0,7,10.929067572325518,9.471352183830263,1.3862943611198906,0,4,1,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,21787.12408483891,1,4,87.6993363508237
8278,43,2.0,9.977830818434677,7.493434168530115,0.2577381960787088,617,12253.6,12.83,411.87,3.0,2,10.379015892424563,10.114544352475187,0.0,0,0,1,3.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12243.622169181566,0,0,54.96411801810637
14467,21,1.0,8.793367806322083,6.310136436246507,0.1722712209404532,599,22214.22,12.74,745.71,4.0,3,9.082634265095084,7.915778890655054,1.0986122886681096,1,3,1,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22205.426632193678,1,4,118.1765255845363
6808,49,1.0,9.933532159085745,7.449160542980522,0.36810932156439546,634,15551.01,13.31,526.3,3.0,5,10.324512312308705,9.403000797993883,1.0986122886681096,0,2,1,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15541.076467840914,1,2,70.65225631308778
7935,71,1.0,10.40214332313061,7.917569140291398,0.24607852259670565,603,16936.19,14.32,581.47,4.0,7,10.34215239944025,9.553539219849958,0.0,0,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,16925.787856676867,0,0,73.44047013634282
11685,29,1.0,11.218465541359048,8.733706813238339,0.22793206804600694,695,27247.32,10.07,579.86,2.0,0,11.614129604853055,9.398345745238435,1.0986122886681096,0,3,0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,27236.10153445864,1,3,66.39334390307933
10804,44,1.0,11.250826015436168,8.766062187619523,0.22474227267790678,658,24050.61,13.84,820.13,3.0,11,11.221258797888,10.492803880240674,1.6094379124341003,0,4,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24039.359173984565,1,4,93.55740153866182
14870,39,0.0,10.465322875480348,7.980728340494982,0.13976194237515868,590,500.0,15.44,12.01,4.0,7,10.436328941037281,8.031765622414678,0.0,0,2,1,1.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,489.53467712451965,0,2,1.504875180258938
12431,50,4.0,10.384968811067315,7.900403165986261,0.10705907229340778,634,15186.88,16.15,370.53,3.0,6,10.601557347126235,9.945153830548751,1.3862943611198906,0,3,0,3.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15176.495031188932,1,3,46.90013815943584
2522,39,1.0,11.164170361848454,8.679419178010429,0.07696104113612832,734,11012.99,10.98,239.34,2.0,6,11.568090977634492,11.45035513899853,0.0,0,0,1,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11001.825829638152,0,0,27.57557793802322
7352,59,0.0,10.337833239416778,7.8532824310412375,0.17898265552844,686,16438.1,15.72,397.3,2.0,8,10.287862484813129,9.988614697141001,1.0986122886681096,0,2,1,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16427.76216676058,1,2,50.59031092904722
7448,52,2.0,9.51561159437788,7.031511550403384,0.3228078744271551,771,20365.79,7.98,638.0,1.0,6,10.129833969196719,9.72259437512246,1.3862943611198906,0,3,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20356.27438840562,1,3,90.73440261410069
6285,59,0.0,10.742630897912937,8.257961216204803,0.14236724128692196,626,18630.7,11.45,409.27,3.0,3,11.066301117981322,10.339849402396922,1.3862943611198906,0,4,0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18619.95736910209,1,4,49.5606590155545
11397,65,2.0,11.854919357722872,9.370090772632219,0.09349034308733889,671,14217.12,8.74,450.38,2.0,1,11.423563837395001,10.471121962362732,1.0986122886681096,0,5,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14205.265080642277,1,5,48.06570298288376
4186,71,1.0,9.722837597836588,7.238590227338313,0.06765864847381481,752,6654.7,13.33,225.28,1.0,6,10.054060841122936,7.867170632295222,1.3862943611198906,0,3,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6644.977162402163,1,3,31.12208219069713
1626,48,1.0,9.8217914788059,7.33748363922598,0.11689375147149933,663,27747.37,16.33,980.04,3.0,8,10.433535341044855,8.68199720811248,0.0,0,0,1,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,27737.54820852119,0,0,133.56622626873522
4176,65,1.0,10.31487144337414,7.830330223763308,0.09440067542148431,573,17472.53,13.76,595.13,5.0,3,10.774297119459304,10.615259215671838,1.0986122886681096,0,3,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17462.215128556625,1,3,76.0031803248748
7608,42,0.0,11.199272516630874,8.714516654778537,0.1501426584297195,763,3877.62,13.34,88.9,1.0,7,11.471553214920498,11.319742212956733,0.6931471805599453,0,1,1,3.0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3866.420727483369,1,1,10.201368994028186
7024,38,0.0,10.564975837200748,8.080351960739819,0.3400373027857091,590,13407.39,11.28,440.72,4.0,4,10.970589222073441,9.407969172837285,1.3862943611198906,0,3,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13396.8250241628,1,3,54.54217862555194
12452,33,0.0,11.961824513496126,9.476987758459106,0.0760346862759976,703,29070.32,14.09,677.77,2.0,3,12.03758902138034,11.681562987641177,1.0986122886681096,0,2,1,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,29058.358175486504,1,2,71.51745019349912
6968,61,0.0,10.920968235340638,8.43626075471786,0.1097508639591192,558,28012.74,18.05,712.1,5.0,2,10.657397698283798,8.892860041949051,0.0,0,0,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,28001.819031764662,0,0,84.40943454738144
17406,44,1.0,10.142587126754414,7.6581142052931925,0.09712671073072274,713,15094.43,13.19,509.97,2.0,4,10.384162787107515,8.708481096761686,1.6094379124341003,0,4,1,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15084.287412873246,1,4,66.59211214785948
16095,73,2.0,11.139991049339493,8.655244105599785,0.09621885774054292,661,15000.8,13.49,345.09,3.0,3,10.924834813868987,10.579321978492631,0.0,0,0,1,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14989.66000895066,0,0,39.87062592223518
6189,65,2.0,10.03508933465918,7.550666500715068,0.1914464645709552,592,16029.05,14.09,548.54,4.0,5,10.13681982212855,10.004180944093774,1.3862943611198906,0,3,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16019.01491066534,1,3,72.64789140773888
10308,53,1.0,11.063776301801122,8.579042474793193,0.20945022418220727,650,27606.37,17.68,696.22,3.0,8,10.84060998986699,8.422192163819444,1.3862943611198906,0,4,1,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,27595.306223698197,1,4,81.15357885750335
1887,55,1.0,10.974496174771799,8.489778828220825,0.1310282624064041,660,6395.27,12.32,213.39,3.0,5,11.182943083607507,9.747521809811698,1.6094379124341003,0,4,1,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6384.2955038252285,1,4,25.134930404861848
10286,32,1.0,10.358035797765973,7.87347977739309,0.15529288440603534,705,911.35,12.41,20.46,2.0,1,10.235365680955553,9.682120547229148,0.0,0,0,1,2.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,900.991964202234,0,0,2.5985968819969854
10374,39,1.0,10.466459986341533,7.981866520043465,0.14236724128692196,644,26773.63,13.64,910.38,3.0,8,10.249947248034127,9.919915865781594,1.3862943611198906,0,4,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,26763.16354001366,1,4,114.05602908967745
14406,64,2.0,10.240508924069449,7.755994125074821,0.1697427745870945,779,20661.84,9.29,431.82,1.0,2,10.12235517508288,8.970331649813119,1.3862943611198906,0,4,1,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20651.59949107593,1,4,55.675648155011245
12323,30,0.0,10.030221079438611,7.5457966435634365,0.21913552991667093,617,20632.24,12.75,692.7,3.0,4,10.279560237894247,8.967940094334741,1.6094379124341003,0,5,0,2.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20622.20977892056,1,5,91.79945242638802
7276,50,2.0,11.14937723977321,8.664628228854449,0.11422114409002286,594,8891.4,16.6,315.24,4.0,3,10.653899127431002,9.002614849640329,1.0986122886681096,0,2,0,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8880.250622760226,1,2,36.382403453873046
118,71,0.0,10.295020051034129,7.810486494722537,0.035367143837291316,661,35661.52,12.77,1197.63,3.0,7,10.817012061942323,10.747303715987606,1.6094379124341003,0,5,1,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,35651.224979948965,1,5,153.33615912519994
8651,62,0.0,10.960667069920046,8.475952359195718,0.07510747248680541,644,9767.3,15.64,341.66,3.0,5,11.402347696419724,10.015009696314891,0.6931471805599453,0,1,1,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9756.33933293008,1,1,40.30933463533768
651,69,2.0,10.890642630262793,8.405939791214685,0.010939940038334364,705,6470.18,13.17,147.78,2.0,6,10.654188763114066,10.547772953862344,1.0986122886681096,0,2,1,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6459.289357369737,1,2,17.580425707361073
1724,46,0.0,11.042145854729101,8.557415326056525,0.3140805463063118,572,14456.5,12.99,328.86,5.0,7,11.510332205377297,8.854954596702322,0.6931471805599453,1,2,1,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14445.45785414527,1,3,38.429828104597455
17953,28,2.0,11.049336895160245,8.564605263595809,0.14236724128692196,747,500.0,9.65,16.05,1.0,4,11.160036630379805,9.245929498895414,1.6094379124341003,1,4,0,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,488.95066310483975,1,5,1.8739917960050252
293,60,0.0,8.902251489746739,6.418837907265026,0.08617769624105233,742,13897.7,9.31,290.59,1.0,7,9.633418784456515,9.499469397086875,1.0986122886681096,0,4,1,0.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13888.797748510255,1,4,45.27143451793694
1405,63,2.0,10.46590626574664,7.981312972885566,0.24764102291459722,734,17410.28,8.33,355.77,2.0,4,10.515431185241546,10.349924403951638,2.1972245773362196,0,9,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17399.81409373425,1,9,44.57537264966754
4761,51,2.0,9.917271121196242,7.432909752692721,0.054488185284069734,642,585.96,12.17,19.51,3.0,2,10.23139968434911,9.269693597675696,1.0986122886681096,0,3,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,576.0427288788038,1,3,2.6248132493378
14743,64,1.0,11.688436465821637,9.203621853188018,0.16296882827813966,707,6295.38,12.79,211.48,2.0,4,11.264571792181021,9.915516908836214,0.0,0,2,1,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6283.691563534178,0,2,22.97791058492326
5892,45,1.0,11.599383672323075,9.114578089989065,0.12927233570413918,719,22614.74,10.65,487.76,2.0,4,11.56104102069016,11.414918732734142,1.3862943611198906,0,3,1,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,22603.140616327677,1,3,53.51427078514231
5207,30,0.0,11.472606677153575,8.987814130087298,0.07510747248680541,565,12140.57,14.79,419.61,5.0,2,11.039005215772205,10.537185108200307,0.6931471805599453,0,1,1,2.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12129.097393322847,1,1,46.68654624213111
9700,32,1.0,10.628222301242385,8.143581338656377,0.24451357705040225,546,24132.06,11.34,793.94,5.0,10,10.696157844211557,10.052835575188757,1.3862943611198906,0,4,1,2.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24121.43177769876,1,4,97.49273286327777
15197,31,0.0,10.109857205321157,7.62539993114247,0.020782539182528505,693,6092.32,13.62,207.1,2.0,2,9.676814655401586,8.533389323118305,1.6094379124341003,0,6,1,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6082.210142794678,1,6,27.159231236409575
2495,70,1.0,10.726613102452333,8.241948124454806,0.13889199886661863,694,19030.3,12.49,636.54,2.0,3,10.564291535521177,9.182058174527878,1.9459101490553132,0,6,1,0.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19019.573386897548,1,6,77.2317406501641
8523,22,0.0,10.0853127361573,7.6008624587420615,0.19227188764712272,592,3645.76,14.53,125.54,4.0,2,10.202521572127791,9.70427534851362,1.9459101490553132,0,7,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3635.6746872638428,1,7,16.516546731563512
4936,34,0.0,10.340977029291649,7.856424136040213,0.15529288440603534,821,17887.56,11.35,588.59,0.0,4,10.781133709257626,9.8309383648464,0.6931471805599453,0,1,1,2.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,17877.21902297071,1,1,74.9183075923725
252,64,0.0,11.593300025266899,9.10849478283126,0.23190505698278252,723,22274.57,11.09,730.19,2.0,2,10.989810131136052,8.806076542044382,1.0986122886681096,0,3,1,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22262.976699974733,1,3,80.1658251346146
10796,73,2.0,9.744610805760377,7.260346897483233,0.06297479916138844,642,35247.9,11.92,1169.39,3.0,6,9.863219571188898,8.67477284273828,1.0986122886681096,0,2,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35238.15538919424,1,2,161.06530672871347
19866,59,1.0,9.947285753756175,7.462903961384792,0.21268909341035083,595,17346.55,11.47,571.77,4.0,7,10.481986497565483,7.781781309468112,1.791759469228055,0,5,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17336.602714246244,1,5,76.61494814331019
17059,71,3.0,10.86284831021369,8.378151789389522,0.04210117601863539,785,19233.82,7.86,601.48,1.0,7,10.79976943585196,10.1644974387088,0.6931471805599453,0,1,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,19222.957151689785,1,1,71.79148995148812
3311,34,3.0,10.76348810531015,8.27881416745925,0.25928259793008296,706,8775.13,13.56,298.04,2.0,5,10.952980147745993,10.448855172849195,1.6094379124341003,0,5,1,2.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,8764.366511894688,1,5,36.00032492231527
15950,37,0.0,10.910454653769722,8.425748730084871,0.16126814759612226,670,3933.48,11.98,130.61,2.0,9,10.757644549455215,9.918293895635992,1.3862943611198906,0,3,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3922.5695453462304,1,3,15.501293022618347
17105,73,0.0,11.30874460497138,8.823973231184954,0.17563256864315802,519,16788.33,15.81,406.57,5.0,0,11.580465695217928,11.493072492406746,1.6094379124341003,0,4,0,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,16777.02125539503,1,4,46.07561575131869
10224,72,2.0,9.975982152475973,7.4915896996013815,0.22394323148477407,683,22583.97,12.71,510.51,2.0,6,10.409631434029727,10.244157751086464,0.6931471805599453,0,1,1,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,22573.994017847526,1,1,68.14441533379272
18872,37,0.0,9.37893734270135,6.894963815932462,0.11511280710050457,748,27529.78,12.41,618.1,1.0,5,9.868446213618649,9.484040906667511,0.6931471805599453,0,2,1,1.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27520.401062657296,1,2,89.64514049685543
352,56,0.0,10.946001688618036,8.461289284471004,0.061095099359810875,811,17171.64,7.34,342.78,0.0,3,10.481709173463667,10.091449008490521,0.0,0,1,1,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17160.69399831138,0,1,40.51155662874023
2974,72,3.0,9.947035428463613,7.462657116548479,0.1362776182925478,701,16027.07,15.39,558.65,2.0,6,9.931896179015947,9.746585173588365,0.0,0,0,1,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16017.122964571536,0,0,74.85939542380834
572,56,0.0,9.918063800978372,7.43370200053035,0.07788653865707122,736,15254.71,10.4,495.1,2.0,4,10.37176406617598,8.627648108547016,1.3862943611198906,0,3,1,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,15244.79193619902,1,3,66.60207793703293
10880,72,1.0,10.136348536297648,7.651875952798702,0.009950330853168083,616,22331.2,15.55,780.15,3.0,6,10.36780473202885,9.75888885690581,1.6094379124341003,0,4,1,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,22321.063651463704,1,4,101.95539039216354
298,70,0.0,10.54646081197644,8.061843270229076,0.27002713721306015,628,8651.47,17.27,309.61,3.0,5,10.79693372312068,9.163198448711109,1.0986122886681096,0,2,1,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8640.923539188023,1,2,38.404368532359534
1675,21,1.0,10.955780821241378,8.47106547977245,0.1301506844650451,744,15611.71,10.04,332.01,1.0,3,11.050036625475586,10.688626002313756,0.6931471805599453,0,1,0,4.0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15600.754219178758,1,1,39.193416789515645
13401,69,1.0,9.860988110219997,7.37665830278384,0.2866815721181974,678,3878.35,13.73,132.04,2.0,6,10.283043566773841,9.797725845300612,1.0986122886681096,0,4,0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3868.4890118897797,1,4,17.89970398251605
2939,51,1.0,11.177478882186247,8.692726761870645,0.22554067591393126,704,10344.86,10.64,336.92,2.0,5,11.31762237145698,11.243614145498508,1.6094379124341003,0,4,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10333.682521117815,1,4,38.75883934116617
1721,46,1.0,9.585647258226755,7.101494736086898,0.13889199886661863,740,5255.57,9.47,168.28,1.0,5,9.73790865198092,9.535784883277474,0.6931471805599453,0,1,1,3.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5245.984352741773,1,1,23.6964197332809
9390,59,0.0,10.2740354209183,7.789508394865622,0.18398683611301586,665,17474.24,10.57,376.2,3.0,6,10.596776473050491,10.348141322001869,0.6931471805599453,0,1,1,0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,17463.96596457908,1,1,48.295730735455464
12304,41,1.0,11.246755016164448,8.761991770919277,0.13889199886661863,725,6686.33,13.24,226.06,2.0,6,11.491367145347855,11.003152287188623,0.6931471805599453,0,2,1,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6675.083244983835,1,2,25.800069882544822
19151,35,3.0,10.670866590432851,8.18621384123462,0.05164323315183845,765,23031.39,8.26,724.49,1.0,6,10.73681962949183,9.733072827240713,1.3862943611198906,0,3,1,2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23020.719133409566,1,3,88.50123073388156
10310,44,4.0,10.405888488064186,7.921314272366779,0.032467190137501496,653,27971.26,13.6,645.06,3.0,8,10.869890811966972,10.325747173325668,1.0986122886681096,0,2,0,3.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,27960.854111511933,1,2,81.43345634578199
19814,21,0.0,11.004212441425443,8.519488555052375,0.288181947493432,792,31580.16,13.95,1078.57,1.0,2,10.576379728492707,9.919142373879946,1.0986122886681096,0,2,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,31569.155787558575,1,2,126.60032266377864
11932,23,3.0,10.285551988139813,7.801018910530046,0.07417939817425151,729,5197.75,10.64,169.28,2.0,4,10.218508489261351,8.82917365242084,0.0,0,0,1,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5187.46444801186,0,0,21.69972947655605
8758,50,0.0,10.54624445192197,8.061625658501152,0.26082461828189824,802,15221.79,8.89,315.17,0.0,7,11.058299786600765,10.444078073809429,1.0986122886681096,0,3,1,3.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,15211.24375554808,1,3,39.095092398348555
15056,39,1.0,10.713324727155637,8.22866275920906,0.23507212217948356,717,22890.57,15.09,794.52,2.0,4,10.400846405012919,9.47739592282406,0.0,0,1,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22879.856675272844,0,1,96.55517831385392
10430,45,1.0,10.695330765336417,8.210673465930817,0.16296882827813966,613,19894.28,14.58,468.91,3.0,7,11.172134275083037,10.824274560991858,0.6931471805599453,0,2,1,3.0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,19883.584669234664,1,2,57.1098098037493
10835,29,2.0,9.918566294737332,7.434198313643204,0.17898265552844,732,12218.75,12.74,410.17,2.0,4,9.86186367409288,8.677969303088918,0.0,0,0,1,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12208.831433705263,0,0,55.17340037153139
